seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
42,1,Frozen,0.8003412969283277,0.8700834326579261,0.8538011695906432,0.8618654073199528,0.8574427656944674,0.9454202396031921,0.5022724904711684
42,1,Fine-tuned,0.8139931740614335,0.9088575096277278,0.8280701754385965,0.8665850673194615,0.8804361060379655,0.954967940548765,0.5683988908896936
42,2,Frozen,0.8146883005977796,0.8917589175891759,0.8489461358313818,0.8698260347930414,0.8802997953590083,0.953969447517785,0.5510222762781953
42,2,Fine-tuned,0.8198121263877028,0.9127086007702182,0.832552693208431,0.870789957134109,0.8993786892633663,0.95830356378926,0.5819216953276778
42,3,Frozen,0.8112724167378309,0.8667439165701043,0.8758782201405152,0.8712871287128713,0.8684054994496118,0.9514272733081038,0.5178234129376218
42,3,Fine-tuned,0.8189581554227157,0.90125,0.8442622950819673,0.871825876662636,0.8876025975369204,0.9538727565703738,0.5683040652867445
42,4,Frozen,0.802732707087959,0.8714285714285714,0.856140350877193,0.863716814159292,0.8522762602709304,0.945689990779631,0.5070456591774557
42,4,Fine-tuned,0.8232280102476516,0.8941605839416058,0.8596491228070176,0.8765652951699463,0.874768672736694,0.9546236539952501,0.567071920014985
42,5,Frozen,0.82066609735269,0.8745644599303136,0.8807017543859649,0.8776223776223776,0.88634613961063,0.9570342016991431,0.5422208523245099
42,5,Fine-tuned,0.8377455166524338,0.905982905982906,0.8678362573099415,0.8864994026284349,0.9050854985565179,0.9647201073789633,0.6042448900087953
