fold,accuracy,precision,recall,f1,auc
1.0,0.9513651877133106,0.980722891566265,0.952046783625731,0.9661721068249258,0.9871049864408656
2.0,0.9590093936806149,0.9809069212410502,0.9625292740046838,0.9716312056737588,0.9909241350778301
3.0,0.9547395388556789,0.9706227967097533,0.9672131147540983,0.9689149560117302,0.9876107240744982
4.0,0.9521776259607173,0.9854191980558931,0.9485380116959065,0.966626936829559,0.9920941594492562
5.0,0.9624252775405636,0.9833134684147795,0.9649122807017544,0.974025974025974,0.9917943593160117
3.0,0.9559434047501771,0.9801970551975483,0.9590478929564348,0.9694742358731896,0.9899056728716925
1.4142135623730951,0.004195364518419259,0.005087821668474477,0.007384511366454433,0.0029898093916088378,0.00212153292296033
