seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
42,1,Frozen,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.4707565443577398,0.7394679597157715,0.0
42,1,Fine-tuned,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.5215193609681407,0.7740223010376002,0.0
42,2,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.6073848063298339,0.8315328274561623,0.0
42,2,Fine-tuned,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.7618425815793557,0.8810789213254442,0.0
42,3,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.577244586617809,0.8230369816913963,0.0
42,3,Fine-tuned,0.61400512382579,0.798219584569733,0.629976580796253,0.7041884816753927,0.6330794405987041,0.8505536577581658,0.18065423916912624
42,4,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.6062088237471316,0.8326245226117033,0.0
42,4,Fine-tuned,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.5299318972536827,0.7736034475745852,0.0
42,5,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.5181471611518247,0.7765663938365932,0.0
42,5,Fine-tuned,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.5461507143385891,0.7819123255667119,0.0
