fold,accuracy,precision,recall,f1,auc
1.0,0.9641638225255973,0.9810650887573964,0.9695906432748538,0.9752941176470589,0.9917981072555205
2.0,0.9615713065755764,0.9775678866587958,0.9695550351288056,0.9735449735449735,0.9895389298088786
3.0,0.9479077711357814,0.9681227863046045,0.9601873536299765,0.9641387419165197,0.9880207448341078
4.0,0.9658411614005123,0.9856972586412396,0.9672514619883041,0.9763872491145218,0.9947146346879858
5.0,0.9598633646456021,0.9821002386634845,0.9625730994152046,0.9722386296515062,0.9905692501295433
3.0,0.9598694852566139,0.9789106518051043,0.9658315186874289,0.9723207423749161,0.9909283333432072
1.4142135623730951,0.006325837280857987,0.005984215162439382,0.003807511698735908,0.004331929212961198,0.002263008546417793
