seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
42,1,Frozen,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.5550021214972236,0.7976059925764333,0.0
42,1,Fine-tuned,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.495646318741122,0.7663882525068811,0.0
42,2,Frozen,0.2707087959009394,0.0,0.0,0.0,0.7788455145206451,0.8961524946317481,0.0
42,2,Fine-tuned,0.2707087959009394,0.0,0.0,0.0,0.7692229552523291,0.8988538590724334,0.0
42,3,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.7512559194438493,0.8863019789714235,0.0
42,3,Fine-tuned,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.7481789168064186,0.8844530259709736,0.0
42,4,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.6877341031904656,0.8514469925059771,0.0
42,4,Fine-tuned,0.2698548249359522,0.0,0.0,0.0,0.7409153157154491,0.8847644826505305,0.0
42,5,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.8402028277444666,0.9274093524129421,0.0
42,5,Fine-tuned,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.8225072174106153,0.9132431027774446,0.0
