seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
42,1,Frozen,0.8054607508532423,0.8426229508196721,0.9017543859649123,0.8711864406779661,0.8830261774309591,0.9568652409524796,0.48042373675292627
42,1,Fine-tuned,0.8839590443686007,0.929510155316607,0.9099415204678363,0.9196217494089834,0.9444942535096943,0.9798832368961845,0.7116379877099128
42,2,Frozen,0.8351836037574722,0.9178255372945638,0.8501170960187353,0.8826747720364742,0.8995153628499029,0.9607812345481951,0.6121885764840009
42,2,Fine-tuned,0.8855678906917165,0.9511278195488722,0.8887587822014051,0.9188861985472155,0.9463020560140072,0.9784912413254461,0.730261809606242
42,3,Frozen,0.8334756618274979,0.9003645200486027,0.8676814988290398,0.8837209302325582,0.891218906759063,0.959586757221559,0.5920943238828734
42,3,Fine-tuned,0.8975234842015372,0.9432367149758454,0.914519906323185,0.9286563614744352,0.9520829793364312,0.9822973021400825,0.7481171578890663
42,4,Frozen,0.8283518360375747,0.9213917525773195,0.8362573099415205,0.8767627222562845,0.8847768154563622,0.9573465947236908,0.6038878350728499
42,4,Fine-tuned,0.8778821520068317,0.9178403755868545,0.9146198830409357,0.9162272993555947,0.9387704493300761,0.9780289692344558,0.6910475313226332
42,5,Frozen,0.8471391972672929,0.9267676767676768,0.8584795321637427,0.891317547055252,0.9059441853579094,0.9645024344119109,0.6403339077160116
42,5,Fine-tuned,0.9009393680614859,0.9242250287026407,0.9415204678362573,0.93279258400927,0.950458953290399,0.9817191898418154,0.7450050258768489
