seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
2026,1,Frozen,0.8131399317406144,0.8441558441558441,0.9122807017543859,0.8768971332209107,0.872175180327264,0.9496040733083577,0.4981237243508042
2026,1,Fine-tuned,0.8378839590443686,0.8991596638655462,0.8760233918128655,0.8874407582938388,0.8943641965059863,0.9531963982797368,0.5986312523153714
2026,2,Frozen,0.798462852263023,0.8696172248803827,0.8512880562060889,0.8603550295857988,0.8641907815512823,0.9497678435954946,0.4989043308387671
2026,2,Fine-tuned,0.82066609735269,0.9128205128205128,0.8337236533957846,0.8714810281517748,0.8862949637630302,0.9587359168034834,0.5833949696399228
2026,3,Frozen,0.8104184457728437,0.860730593607306,0.882903981264637,0.8716763005780347,0.8682023360101656,0.9514747907709539,0.5097590056720563
2026,3,Fine-tuned,0.816396242527754,0.9070063694267516,0.8337236533957846,0.8688224527150702,0.8849762483469884,0.9581217644003434,0.5703796134972409
2026,4,Frozen,0.8181041844577285,0.9073604060913706,0.8362573099415205,0.8703590992087644,0.8800059219779407,0.9555972355814857,0.5726576456081178
2026,4,Fine-tuned,0.8309137489325363,0.9206145966709347,0.8409356725146199,0.8789731051344744,0.9000185061810644,0.9634848446620818,0.6072237825441376
2026,5,Frozen,0.7677198975234842,0.7906281156530409,0.927485380116959,0.8536060279870828,0.8481012658227848,0.9425661550415434,0.33293466787157006
2026,5,Fine-tuned,0.8010247651579846,0.8868159203980099,0.8339181286549707,0.8595539481615431,0.8654822710785401,0.9492667150809746,0.5224120647999071
