seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
123,1,Frozen,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.8581622299702989,0.9451937487612749,0.0
123,1,Fine-tuned,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.8296603759662035,0.9340651634827914,0.0
123,2,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.606706979218227,0.7820206287155131,0.0
123,2,Fine-tuned,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.5805801609054441,0.7836400039403034,0.0
123,3,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.7612478667838858,0.8832134138634514,0.0
123,3,Fine-tuned,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.5910874046055306,0.8060859693740096,0.0
123,4,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.7997834776815456,0.9135823313720575,0.0
123,4,Fine-tuned,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.7937689688355911,0.9092004507903177,0.0
123,5,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.7575912354726478,0.8816981836156838,0.0
123,5,Fine-tuned,0.2698548249359522,0.0,0.0,0.0,0.7225090680287216,0.868243016477646,0.0
