seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
123,1,Frozen,0.9453924914675768,0.9713945172824792,0.9532163742690059,0.9622195985832349,0.9851495194347594,0.9943146844592832,0.8642909797866393
123,1,Fine-tuned,0.9428327645051194,0.9769975786924939,0.9438596491228071,0.9601427721594289,0.9874776320401424,0.9952188252530136,0.8607933882406223
123,2,Frozen,0.9496157130657558,0.9865361077111383,0.9437939110070258,0.964691801316577,0.9887890720232861,0.995941207446819,0.8795377928710748
123,2,Fine-tuned,0.9470538001707942,0.9876847290640394,0.9391100702576113,0.9627851140456183,0.9890254803891874,0.9960310369036186,0.8746025626098202
123,3,Frozen,0.9530315969257045,0.9784431137724551,0.9566744730679156,0.9674363528715216,0.9853685384791554,0.9935611231063757,0.8839671945048406
123,3,Fine-tuned,0.9564474807856533,0.9785458879618594,0.9613583138173302,0.9698759598346132,0.9874186422772034,0.9946221985218962,0.8917715135438475
123,4,Frozen,0.9436379163108455,0.9690844233055886,0.9532163742690059,0.9610849056603774,0.9882078614257161,0.9958050079269326,0.8593277119560931
123,4,Fine-tuned,0.9385140905209223,0.9827373612823674,0.9321637426900585,0.9567827130852341,0.9888333703456954,0.9960446753010442,0.85410130398552
123,5,Frozen,0.946199829205807,0.9782608695652174,0.9473684210526315,0.9625668449197861,0.9849211636686654,0.9943079492487408,0.8684656408505395
123,5,Fine-tuned,0.9538855678906917,0.978494623655914,0.9578947368421052,0.9680851063829787,0.9872751499000667,0.9951899413749511,0.8856925508879662
