seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
123,1,Frozen,0.9650170648464164,0.9776995305164319,0.9742690058479532,0.9759812536613942,0.9929566292176286,0.9973836727494632,0.9116368414038324
123,1,Fine-tuned,0.9701365187713311,0.9812206572769953,0.9777777777777777,0.9794961921499707,0.9944066264504585,0.9979323684958901,0.9245710955858701
123,2,Frozen,0.9607173356105893,0.9775413711583925,0.968384074941452,0.9729411764705882,0.9890328681506217,0.995766439748059,0.9014286956419288
123,2,Fine-tuned,0.9598633646456021,0.982078853046595,0.9625292740046838,0.9722057953873448,0.992335197511802,0.9971154405100235,0.9006243297868417
123,3,Frozen,0.9590093936806149,0.9797619047619047,0.9637002341920374,0.9716646989374262,0.991337849718157,0.9967857626523897,0.8980094469693938
123,3,Fine-tuned,0.9632792485055508,0.9798816568047337,0.9695550351288056,0.9746909947027663,0.9929668511144438,0.9973739917538497,0.9079927979107945
123,4,Frozen,0.9444918872758327,0.9840686274509803,0.9391812865497076,0.9611011370436864,0.9879154637648975,0.995642519521792,0.8672893499963581
123,4,Fine-tuned,0.9598633646456021,0.9844124700239808,0.960233918128655,0.9721728833629366,0.9908172329558073,0.9966937137491735,0.9011329584744407
123,5,Frozen,0.9393680614859095,0.9757281553398058,0.9403508771929825,0.957712924359738,0.9839736471981643,0.9932563178493032,0.8525648636340011
123,5,Fine-tuned,0.9581554227156277,0.9752358490566038,0.9672514619883041,0.9712272460364063,0.9874528092382857,0.994827328722246,0.8946511972991001
