seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
42,1,Frozen,0.9343003412969283,0.9755501222493888,0.9333333333333333,0.9539748953974896,0.9846219122991495,0.9935895802298568,0.8419268709329191
42,1,Fine-tuned,0.9368600682593856,0.97796817625459,0.9345029239766082,0.9557416267942583,0.9853893408600365,0.9939012736119939,0.8484842201370071
42,2,Frozen,0.9564474807856533,0.9785458879618594,0.9613583138173302,0.9698759598346132,0.9878212752753788,0.9955713039225789,0.8917715135438475
42,2,Fine-tuned,0.9530315969257045,0.9842424242424243,0.9508196721311475,0.9672424061941632,0.9895426236895959,0.9962033943841748,0.8860216790037994
42,3,Frozen,0.9444918872758327,0.9724550898203593,0.9508196721311475,0.9615156897572528,0.9884455411165863,0.9955160664280822,0.862722257066871
42,3,Fine-tuned,0.9487617421007686,0.9703791469194313,0.9590163934426229,0.9646643109540636,0.9890845824806626,0.9957778018898883,0.8717082711584937
42,4,Frozen,0.9564474807856533,0.976303317535545,0.9637426900584796,0.9699823425544438,0.9898438078318158,0.9964065746147863,0.8909264435722417
42,4,Fine-tuned,0.9487617421007686,0.9841656516443362,0.9450292397660819,0.964200477326969,0.9907950255385298,0.9967744944164543,0.8764690387857197
42,5,Frozen,0.9359521776259607,0.9814814814814815,0.9298245614035088,0.954954954954955,0.982818861499741,0.9932392891604641,0.8481534507713793
42,5,Fine-tuned,0.946199829205807,0.9805825242718447,0.9450292397660819,0.9624776652769506,0.9853616107779999,0.9944238903054883,0.8694172708404192
