seed,fold,protocol,accuracy,precision,recall,f1,auc,pr_auc,mcc
2026,1,Frozen,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.5632409098455918,0.8060762416012606,0.0
2026,1,Fine-tuned,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.5775490250336672,0.824565856674411,0.0
2026,2,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.5007720210698956,0.7674049811910815,0.0
2026,2,Fine-tuned,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.4928320244682658,0.761605790279267,0.0
2026,3,Frozen,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.49487843438559675,0.7692819697352387,0.0
2026,3,Fine-tuned,0.6686592655849701,0.7293307086614174,0.8676814988290398,0.7925133689839572,0.6441795521539019,0.8504227251864607,0.00022762847478242142
2026,4,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.455785032200755,0.7369293010522425,0.0
2026,4,Fine-tuned,0.6874466268146883,0.7184986595174263,0.9403508771929825,0.8145896656534954,0.4344844177955437,0.7000441864156398,-0.1217137599085505
2026,5,Frozen,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.4997131541935006,0.7653185207356971,0.0
2026,5,Fine-tuned,0.3108454312553373,0.8157894736842105,0.07251461988304093,0.13319011815252416,0.4479051003035014,0.7299945682258349,0.05083098084683911
