image,deletion_auc
IM-0001-0001.jpeg,4.389189671783242
IM-0003-0001.jpeg,3.3504975224641385
person1000_bacteria_2931.jpeg,3.8601052354788408
person1000_virus_1681.jpeg,3.3666713645798154
