fold,accuracy,precision,recall,f1,auc
1.0,0.7295221843003413,0.7295221843003413,1.0,0.8436112481499753,0.44611397052041246
2.0,0.2707087959009394,0.0,0.0,0.0,0.3700123375615955
3.0,0.7292912040990607,0.7292912040990607,1.0,0.8434567901234568,0.29695291779637856
4.0,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.7016933155673994
5.0,0.7301451750640479,0.7301451750640479,1.0,0.8440276406712734,0.7549115404545118
3.0,0.6379625068856875,0.5838207477054996,0.8,0.6750246639231958,0.5139368163800595
1.4142135623730951,0.1836271670096774,0.29191056981348734,0.4,0.3375124076894476,0.18205357832137498
